SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,SEASON,PTS_L1,PTS_L3,PTS_L5,MIN_L3,FGA_L3,HOME,REST_DAYS,PTS_next_game
22023,1627759,22300630,2024-01-25,BOS @ MIA,W,27,7,11,0.636,4,8,0.5,0,0,0.0,1,3,4,5,3,0,3,1,18,22,1,2023-24,17.0,22.666666666666668,23.0,36.333333333333336,18.666666666666668,0,-364.0,22.0
22024,1627759,22400635,2025-01-25,BOS @ DAL,W,31,10,21,0.476,0,5,0.0,2,6,0.333,1,7,8,6,0,0,0,4,22,10,1,2024-25,18.0,20.333333333333332,24.0,32.333333333333336,17.333333333333332,0,366.0,22.0
22022,1627759,22200730,2023-01-26,BOS vs. NYK,L,42,8,22,0.364,1,8,0.125,5,7,0.714,2,7,9,2,1,0,3,2,22,3,1,2022-23,22.0,19.0,21.6,30.333333333333332,17.0,1,-730.0,8.0
22023,1627759,22300646,2024-01-27,BOS vs. LAC,L,24,3,13,0.231,0,2,0.0,2,2,1.0,5,1,6,2,0,1,1,3,8,-18,1,2023-24,22.0,20.666666666666668,21.0,33.333333333333336,18.0,1,366.0,28.0
22024,1627759,22400650,2025-01-27,BOS vs. HOU,L,38,10,23,0.435,3,9,0.333,5,6,0.833,0,4,4,4,0,1,2,4,28,-12,1,2024-25,8.0,17.333333333333332,17.4,32.333333333333336,18.666666666666668,1,366.0,37.0
22022,1627759,22200749,2023-01-28,BOS vs. LAL,W,39,13,23,0.565,2,9,0.222,9,11,0.818,1,8,9,3,1,1,3,5,37,1,1,2022-23,28.0,19.333333333333332,19.6,34.666666666666664,19.333333333333332,1,-730.0,22.0
22023,1627759,22300659,2024-01-29,BOS vs. NOP,W,37,8,15,0.533,1,5,0.2,5,7,0.714,2,9,11,7,0,1,0,3,22,6,1,2023-24,37.0,24.333333333333332,23.4,33.666666666666664,19.666666666666668,1,366.0,28.0
22024,1627759,22400666,2025-01-29,BOS vs. CHI,W,36,10,18,0.556,1,5,0.2,7,11,0.636,0,6,6,6,1,0,0,3,28,23,1,2024-25,22.0,29.0,23.4,38.0,20.333333333333332,1,366.0,25.0
22023,1627759,22300670,2024-01-30,BOS vs. IND,W,36,9,15,0.6,0,3,0.0,7,8,0.875,2,4,6,2,2,0,0,0,25,-6,1,2023-24,28.0,29.0,24.6,37.333333333333336,18.666666666666668,1,-365.0,28.0
22024,1627759,22400683,2025-01-31,BOS @ NOP,W,35,11,18,0.611,3,6,0.5,3,4,0.75,1,5,6,4,0,0,1,4,28,2,1,2024-25,25.0,25.0,28.0,36.333333333333336,16.0,0,367.0,16.0
22022,1627759,22200935,2023-03-01,BOS vs. CLE,W,37,6,15,0.4,2,5,0.4,2,2,1.0,0,3,3,4,0,0,2,3,16,2,1,2022-23,28.0,27.0,28.0,35.666666666666664,17.0,1,-702.0,25.0
22023,1627759,22300859,2024-03-01,BOS vs. DAL,W,31,11,20,0.55,2,5,0.4,1,1,1.0,1,6,7,5,1,0,0,3,25,16,1,2023-24,16.0,23.0,23.8,36.0,16.0,1,366.0,22.0
22024,1627759,22400866,2025-03-02,BOS vs. DEN,W,37,6,15,0.4,2,4,0.5,8,9,0.889,0,5,5,8,2,2,5,2,22,10,1,2024-25,25.0,23.0,24.4,34.333333333333336,17.666666666666668,1,366.0,35.0
22022,1627759,22200948,2023-03-03,BOS vs. BKN,L,43,15,27,0.556,3,8,0.375,2,5,0.4,0,5,5,4,3,1,3,0,35,-11,1,2022-23,22.0,21.0,23.2,35.0,16.666666666666668,1,-730.0,29.0
22023,1627759,22300872,2024-03-03,BOS vs. GSW,W,22,11,19,0.579,5,10,0.5,2,2,1.0,1,2,3,3,1,0,1,2,29,35,1,2023-24,35.0,27.333333333333332,25.2,37.0,20.666666666666668,1,366.0,29.0
22022,1627759,22200969,2023-03-05,BOS vs. NYK,L,47,12,25,0.48,2,5,0.4,3,3,1.0,2,6,8,1,4,1,3,2,29,8,1,2022-23,29.0,28.666666666666668,25.4,34.0,20.333333333333332,1,-364.0,21.0
22023,1627759,22300886,2024-03-05,BOS @ CLE,L,37,8,20,0.4,3,7,0.429,2,2,1.0,2,1,3,4,0,0,1,3,21,9,1,2023-24,29.0,31.0,28.0,37.333333333333336,23.666666666666668,0,366.0,18.0
22024,1627759,22400891,2025-03-05,BOS vs. POR,W,40,7,23,0.304,0,4,0.0,4,6,0.667,3,5,8,8,1,0,3,2,18,15,1,2024-25,21.0,26.333333333333332,27.2,35.333333333333336,21.333333333333332,1,365.0,32.0
22022,1627759,22200971,2023-03-06,BOS @ CLE,L,45,12,26,0.462,1,7,0.143,7,10,0.7,2,11,13,9,0,1,4,5,32,-1,1,2022-23,18.0,22.666666666666668,26.4,41.333333333333336,22.666666666666668,0,-730.0,41.0
22023,1627759,22300906,2024-03-07,BOS @ DEN,L,41,16,29,0.552,2,7,0.286,7,14,0.5,6,8,14,4,2,0,2,4,41,5,1,2023-24,32.0,23.666666666666668,25.8,40.666666666666664,23.0,0,367.0,11.0
22022,1627759,22200986,2023-03-08,BOS vs. POR,W,25,4,10,0.4,0,3,0.0,3,3,1.0,0,3,3,3,1,0,2,2,11,7,1,2022-23,41.0,30.333333333333332,28.2,42.0,26.0,1,-365.0,31.0
22024,1627759,22400918,2025-03-08,BOS vs. LAL,W,42,13,25,0.52,3,6,0.5,2,4,0.5,1,5,6,2,3,0,2,2,31,11,1,2024-25,11.0,28.0,24.6,37.0,21.666666666666668,1,731.0,27.0
22023,1627759,22300920,2024-03-09,BOS @ PHX,W,34,10,21,0.476,3,7,0.429,4,7,0.571,1,2,3,3,2,0,2,1,27,6,1,2023-24,31.0,27.666666666666668,26.6,36.0,21.333333333333332,0,-364.0,26.0
22024,1627759,22400929,2025-03-10,BOS vs. UTA,W,38,8,20,0.4,0,5,0.0,10,11,0.909,0,8,8,7,3,1,3,1,26,17,1,2024-25,27.0,23.0,28.4,33.666666666666664,18.666666666666668,1,366.0,24.0
22022,1627759,22201008,2023-03-11,BOS @ ATL,W,38,10,18,0.556,1,5,0.2,3,4,0.75,0,5,5,7,2,0,1,3,24,3,1,2022-23,26.0,28.0,27.2,38.0,22.0,0,-730.0,27.0
22023,1627759,22300938,2024-03-11,BOS @ POR,W,33,13,29,0.448,1,8,0.125,0,0,0.0,3,3,6,5,1,0,0,3,27,10,1,2023-24,24.0,25.666666666666668,23.8,36.666666666666664,19.666666666666668,0,366.0,10.0
22024,1627759,22400946,2025-03-12,BOS vs. OKC,L,38,5,15,0.333,0,5,0.0,0,0,0.0,1,4,5,2,2,1,2,6,10,-2,1,2024-25,27.0,25.666666666666668,27.0,36.333333333333336,22.333333333333332,1,366.0,43.0
22022,1627759,22201024,2023-03-13,BOS @ HOU,L,39,16,25,0.64,4,10,0.4,7,8,0.875,1,4,5,2,1,1,2,1,43,3,1,2022-23,10.0,20.333333333333332,22.8,36.333333333333336,20.666666666666668,0,-730.0,37.0
22023,1627759,22300955,2024-03-14,BOS vs. PHX,W,33,14,23,0.609,5,9,0.556,4,6,0.667,0,5,5,3,2,0,1,2,37,8,1,2023-24,43.0,26.666666666666668,26.0,36.666666666666664,23.0,1,367.0,35.0
22022,1627759,22201039,2023-03-15,BOS @ MIN,W,37,12,24,0.5,5,8,0.625,6,8,0.75,3,7,10,1,1,0,2,2,35,3,1,2022-23,37.0,30.0,28.2,36.666666666666664,21.0,0,-365.0,8.0
22024,1627759,22400968,2025-03-15,BOS @ BKN,W,24,3,8,0.375,1,3,0.333,1,2,0.5,0,6,6,3,1,2,0,0,8,9,1,2024-25,35.0,38.333333333333336,30.4,36.333333333333336,24.0,0,731.0,27.0
22022,1627759,22201053,2023-03-17,BOS @ POR,W,37,12,23,0.522,2,6,0.333,1,3,0.333,3,3,6,5,2,0,4,5,27,9,1,2022-23,8.0,26.666666666666668,26.6,31.333333333333332,18.333333333333332,0,-729.0,25.0
22022,1627759,22201062,2023-03-18,BOS @ UTA,L,35,9,19,0.474,4,9,0.444,3,4,0.75,0,4,4,6,0,0,0,2,25,-8,1,2022-23,27.0,23.333333333333332,30.0,32.666666666666664,18.333333333333332,0,1.0,31.0
22023,1627759,22300984,2024-03-18,BOS vs. DET,W,30,11,20,0.55,3,6,0.5,6,8,0.75,0,7,7,3,1,0,3,2,31,22,1,2023-24,25.0,20.0,26.4,32.0,16.666666666666668,1,366.0,21.0
22023,1627759,22300998,2024-03-20,BOS vs. MIL,W,37,6,15,0.4,2,4,0.5,7,10,0.7,4,4,8,2,1,0,1,3,21,-2,1,2023-24,31.0,27.666666666666668,25.2,34.0,20.666666666666668,1,2.0,27.0
22022,1627759,22201081,2023-03-21,BOS @ SAC,W,34,10,16,0.625,4,7,0.571,3,3,1.0,0,5,5,4,0,0,1,2,27,20,1,2022-23,21.0,25.666666666666668,22.4,34.0,18.0,0,-365.0,33.0
22023,1627759,22301011,2024-03-22,BOS @ DET,W,33,13,19,0.684,3,8,0.375,4,7,0.571,0,4,4,0,4,0,4,1,33,9,1,2023-24,27.0,26.333333333333332,26.2,33.666666666666664,17.0,0,367.0,27.0
22022,1627759,22201097,2023-03-24,BOS vs. IND,W,33,10,23,0.435,3,6,0.5,4,6,0.667,1,6,7,4,0,0,3,2,27,11,1,2022-23,33.0,27.0,27.4,34.666666666666664,16.666666666666668,1,-364.0,9.0
22024,1627759,22401044,2025-03-24,BOS @ SAC,W,26,4,8,0.5,1,3,0.333,0,0,0.0,0,2,2,0,1,0,3,1,9,-1,1,2024-25,27.0,29.0,27.8,33.333333333333336,19.333333333333332,0,731.0,24.0
22023,1627759,22301034,2024-03-25,BOS @ ATL,L,37,10,22,0.455,2,7,0.286,2,4,0.5,2,2,4,1,2,0,1,3,24,-2,1,2023-24,9.0,23.0,23.4,30.666666666666668,16.666666666666668,0,-364.0,41.0
22022,1627759,22201116,2023-03-26,BOS vs. SAS,W,36,18,29,0.621,2,10,0.2,3,5,0.6,1,12,13,3,1,0,5,1,41,28,1,2022-23,24.0,20.0,24.0,32.0,17.666666666666668,1,-365.0,24.0
22024,1627759,22401058,2025-03-26,BOS @ PHX,W,28,7,15,0.467,4,9,0.444,6,6,1.0,0,3,3,5,1,0,1,4,24,24,1,2024-25,41.0,24.666666666666668,26.8,33.0,19.666666666666668,0,731.0,18.0
22022,1627759,22201130,2023-03-28,BOS @ WAS,L,27,9,19,0.474,0,4,0.0,0,0,0.0,1,2,3,4,1,0,4,1,18,-24,1,2022-23,24.0,29.666666666666668,25.0,33.666666666666664,22.0,0,-729.0,18.0
22023,1627759,22301060,2024-03-28,BOS @ ATL,L,39,9,17,0.529,0,3,0.0,0,0,0.0,0,1,1,4,2,2,3,3,18,8,1,2023-24,18.0,27.666666666666668,23.2,30.333333333333332,21.0,0,366.0,14.0
22024,1627759,22401080,2025-03-29,BOS @ SAS,W,30,6,9,0.667,1,4,0.25,1,2,0.5,0,2,2,4,0,0,2,3,14,0,1,2024-25,18.0,20.0,25.0,31.333333333333332,17.0,0,366.0,30.0
22022,1627759,22201146,2023-03-30,BOS @ MIL,W,32,13,20,0.65,3,5,0.6,1,2,0.5,0,5,5,5,1,0,1,2,30,29,1,2022-23,14.0,16.666666666666668,23.0,32.0,15.0,0,-730.0,17.0
22023,1627759,22301074,2024-03-30,BOS @ NOP,W,35,6,16,0.375,3,4,0.75,2,2,1.0,2,5,7,6,1,1,2,2,17,4,1,2023-24,30.0,20.666666666666668,20.8,33.666666666666664,15.333333333333334,0,366.0,12.0
22022,1627759,22201152,2023-03-31,BOS vs. UTA,W,34,5,19,0.263,0,5,0.0,2,2,1.0,0,2,2,4,1,0,3,3,12,-5,1,2022-23,17.0,20.333333333333332,19.4,32.333333333333336,15.0,1,-365.0,16.0
22023,1627759,22300118,2023-11-01,BOS vs. IND,W,25,7,15,0.467,0,1,0.0,2,2,1.0,1,6,7,1,0,0,2,3,16,22,1,2023-24,12.0,19.666666666666668,18.2,33.666666666666664,18.333333333333332,1,215.0,25.0
22024,1627759,22400132,2024-11-01,BOS @ CHA,W,37,8,19,0.421,0,6,0.0,9,10,0.9,3,3,6,5,1,1,1,3,25,11,1,2024-25,16.0,15.0,17.8,31.333333333333332,16.666666666666668,0,366.0,30.0
22022,1627759,22200107,2022-11-02,BOS @ CLE,L,45,10,26,0.385,3,10,0.3,7,7,1.0,2,6,8,4,1,0,3,5,30,7,1,2022-23,25.0,17.666666666666668,20.0,32.0,17.666666666666668,0,-730.0,16.0
22022,1627759,22200124,2022-11-04,BOS vs. CHI,W,34,6,14,0.429,0,3,0.0,4,5,0.8,1,4,5,2,0,0,3,2,16,-13,1,2022-23,30.0,23.666666666666668,20.0,35.666666666666664,20.0,1,2.0,23.0
22023,1627759,22300136,2023-11-04,BOS @ BKN,W,35,7,22,0.318,2,11,0.182,7,8,0.875,0,5,5,4,0,1,2,4,23,6,1,2023-24,16.0,23.666666666666668,19.8,38.666666666666664,19.666666666666668,0,365.0,30.0
22022,1627759,22200135,2022-11-05,BOS @ NYK,W,37,10,19,0.526,6,11,0.545,4,4,1.0,2,3,5,3,0,0,1,5,30,-5,1,2022-23,23.0,23.0,22.0,38.0,20.666666666666668,0,-364.0,26.0
22023,1627759,22300154,2023-11-06,BOS @ MIN,L,39,10,21,0.476,3,8,0.375,3,4,0.75,0,7,7,4,1,0,3,5,26,-16,1,2023-24,30.0,23.0,24.8,35.333333333333336,18.333333333333332,0,366.0,21.0
22022,1627759,22200152,2022-11-07,BOS @ MEM,W,38,8,20,0.4,1,6,0.167,4,5,0.8,0,9,9,2,1,0,7,4,21,-6,1,2022-23,26.0,26.333333333333332,25.0,37.0,20.666666666666668,0,-364.0,11.0
22023,1627759,22300159,2023-11-08,BOS @ PHI,L,36,4,13,0.308,2,7,0.286,1,2,0.5,0,2,2,2,1,1,4,2,11,-3,1,2023-24,21.0,25.666666666666668,23.2,38.0,20.0,0,366.0,30.0
22022,1627759,22200163,2022-11-09,BOS vs. DET,W,30,11,19,0.579,2,6,0.333,6,7,0.857,2,5,7,3,1,0,0,0,30,25,1,2022-23,11.0,19.333333333333332,22.2,37.666666666666664,18.0,1,-364.0,28.0
22023,1627759,22300010,2023-11-10,BOS vs. BKN,W,29,10,19,0.526,5,9,0.556,3,5,0.6,0,3,3,5,1,0,3,0,28,6,1,2023-24,30.0,20.666666666666668,23.6,34.666666666666664,17.333333333333332,1,366.0,14.0
22024,1627759,22400202,2024-11-10,BOS @ MIL,W,37,4,13,0.308,1,5,0.2,5,6,0.833,0,5,5,4,0,0,1,3,14,6,1,2024-25,28.0,23.0,23.2,31.666666666666668,17.0,0,366.0,25.0
22022,1627759,22200176,2022-11-11,BOS vs. DEN,W,35,11,15,0.733,3,4,0.75,0,0,0.0,0,8,8,8,0,0,3,3,25,8,1,2022-23,14.0,24.0,20.8,32.0,17.0,1,-730.0,29.0
22023,1627759,22300174,2023-11-11,BOS vs. TOR,W,32,12,20,0.6,3,8,0.375,2,3,0.667,1,4,5,2,0,0,2,1,29,9,1,2023-24,25.0,22.333333333333332,21.6,33.666666666666664,15.666666666666666,1,365.0,37.0
22024,1627759,22400001,2024-11-12,BOS vs. ATL,L,36,14,22,0.636,3,6,0.5,6,10,0.6,2,3,5,2,1,0,6,3,37,0,1,2024-25,29.0,22.666666666666668,25.2,34.666666666666664,16.0,1,367.0,22.0
22023,1627759,22300188,2023-11-13,BOS vs. NYK,W,36,7,18,0.389,2,9,0.222,6,6,1.0,1,4,5,6,1,1,3,3,22,17,1,2023-24,37.0,30.333333333333332,26.6,34.333333333333336,19.0,1,-365.0,24.0
22024,1627759,22400218,2024-11-13,BOS @ BKN,W,36,8,19,0.421,2,5,0.4,6,9,0.667,2,10,12,4,1,0,0,2,24,27,1,2024-25,22.0,29.333333333333332,25.4,34.666666666666664,20.0,0,366.0,26.0
22022,1627759,22200201,2022-11-14,BOS vs. OKC,W,41,11,21,0.524,0,5,0.0,4,6,0.667,0,6,6,6,2,0,5,4,26,6,1,2022-23,24.0,27.666666666666668,27.4,36.0,19.666666666666668,1,-730.0,22.0
22022,1627759,22200214,2022-11-16,BOS @ ATL,W,23,10,17,0.588,1,6,0.167,1,2,0.5,0,5,5,0,2,0,3,4,22,10,1,2022-23,26.0,24.0,27.6,37.666666666666664,19.333333333333332,0,2.0,27.0
22024,1627759,22400230,2024-11-16,BOS vs. TOR,W,43,8,16,0.5,2,7,0.286,9,10,0.9,2,4,6,7,0,1,3,5,27,2,1,2024-25,22.0,24.0,26.2,33.333333333333336,19.0,1,731.0,23.0
22023,1627759,22300031,2023-11-17,BOS @ TOR,W,36,9,14,0.643,3,5,0.6,2,3,0.667,0,3,3,4,1,1,3,2,23,4,1,2023-24,27.0,25.0,24.2,35.666666666666664,18.0,0,-365.0,27.0
22022,1627759,22200231,2022-11-18,BOS @ NOP,W,37,10,20,0.5,3,6,0.5,4,5,0.8,3,7,10,7,2,0,7,2,27,5,1,2022-23,23.0,24.0,24.4,34.0,15.666666666666666,0,-364.0,12.0
22023,1627759,22300213,2023-11-19,BOS @ MEM,W,34,5,16,0.313,1,7,0.143,1,2,0.5,0,6,6,3,2,2,2,4,12,1,1,2023-24,27.0,25.666666666666668,25.0,38.666666666666664,16.666666666666668,0,366.0,17.0
22024,1627759,22400021,2024-11-19,BOS vs. CLE,W,37,7,17,0.412,2,7,0.286,1,2,0.5,0,3,3,8,1,0,4,5,17,17,1,2024-25,12.0,20.666666666666668,22.2,35.666666666666664,16.666666666666668,1,366.0,13.0
22023,1627759,22300217,2023-11-20,BOS @ CHA,L,34,5,17,0.294,0,5,0.0,3,4,0.75,1,3,4,3,0,0,2,5,13,-23,1,2023-24,17.0,18.666666666666668,21.2,36.0,17.666666666666668,0,-365.0,25.0
22022,1627759,22200250,2022-11-21,BOS @ CHI,L,38,9,20,0.45,4,10,0.4,3,5,0.6,0,7,7,2,0,0,5,1,25,-8,1,2022-23,13.0,14.0,18.4,35.0,16.666666666666668,0,-364.0,26.0
22023,1627759,22300228,2023-11-22,BOS vs. MIL,W,35,10,16,0.625,3,5,0.6,3,3,1.0,0,2,2,8,1,0,1,1,26,-3,1,2023-24,25.0,18.333333333333332,18.8,36.333333333333336,18.0,1,366.0,31.0
22024,1627759,22400028,2024-11-22,BOS @ WAS,W,37,11,27,0.407,3,13,0.231,6,8,0.75,3,8,11,5,0,0,3,3,31,4,1,2024-25,26.0,21.333333333333332,18.6,35.666666666666664,17.666666666666668,0,366.0,31.0
22022,1627759,22200264,2022-11-23,BOS vs. DAL,W,36,13,18,0.722,2,3,0.667,3,4,0.75,0,4,4,4,2,0,2,2,31,14,1,2022-23,31.0,27.333333333333332,22.4,36.666666666666664,21.0,1,-730.0,18.0
22023,1627759,22300043,2023-11-24,BOS @ ORL,L,39,6,22,0.273,2,8,0.25,4,7,0.571,0,3,3,2,3,1,3,3,18,1,1,2023-24,31.0,29.333333333333332,25.2,36.0,20.333333333333332,0,366.0,29.0
22024,1627759,22400271,2024-11-24,BOS vs. MIN,W,36,10,18,0.556,7,10,0.7,2,2,1.0,1,1,2,4,1,1,1,4,29,-1,1,2024-25,18.0,26.666666666666668,26.2,37.333333333333336,22.333333333333332,1,366.0,25.0
22022,1627759,22200275,2022-11-25,BOS vs. SAC,W,27,9,16,0.563,1,4,0.25,6,6,1.0,0,5,5,4,2,0,1,4,25,5,1,2022-23,29.0,26.0,27.0,37.0,19.333333333333332,1,-730.0,17.0
22024,1627759,22400281,2024-11-25,BOS vs. LAC,W,31,6,11,0.545,3,7,0.429,2,4,0.5,0,6,6,4,3,1,3,1,17,11,1,2024-25,25.0,24.0,26.8,34.0,18.666666666666668,1,731.0,21.0
22023,1627759,22300246,2023-11-26,BOS vs. ATL,W,36,9,19,0.474,2,7,0.286,1,2,0.5,1,6,7,3,1,0,2,4,21,5,1,2023-24,17.0,23.666666666666668,24.0,31.333333333333332,15.0,1,-365.0,36.0
22022,1627759,22200294,2022-11-27,BOS vs. WAS,W,34,13,23,0.565,2,7,0.286,8,8,1.0,2,3,5,2,0,0,2,3,36,26,1,2022-23,21.0,21.0,22.0,31.333333333333332,15.333333333333334,1,-364.0,30.0
22023,1627759,22300053,2023-11-28,BOS vs. CHI,W,35,12,23,0.522,3,8,0.375,3,5,0.6,2,6,8,6,0,1,3,1,30,22,1,2023-24,36.0,24.666666666666668,25.6,33.666666666666664,17.666666666666668,1,366.0,21.0
22024,1627759,22400047,2024-11-29,BOS @ CHI,W,37,7,21,0.333,4,10,0.4,3,4,0.75,1,1,2,4,0,0,3,2,21,7,1,2024-25,30.0,29.0,25.8,35.0,21.666666666666668,0,367.0,26.0
22022,1627759,22200314,2022-11-30,BOS vs. MIA,W,28,10,18,0.556,1,6,0.167,5,6,0.833,3,4,7,5,0,0,6,4,26,8,1,2022-23,21.0,29.0,25.0,35.333333333333336,22.333333333333332,1,-730.0,35.0
22022,1627759,22200001,2022-10-18,BOS vs. PHI,W,39,14,24,0.583,4,12,0.333,3,3,1.0,0,3,3,2,2,1,4,1,35,7,1,2022-23,26.0,25.666666666666668,26.8,33.333333333333336,20.666666666666668,1,-43.0,28.0
22022,1627759,22200022,2022-10-21,BOS @ MIA,W,34,12,18,0.667,2,3,0.667,2,2,1.0,1,3,4,3,2,2,3,5,28,-4,1,2022-23,35.0,27.333333333333332,29.6,34.666666666666664,21.0,0,3.0,12.0
22022,1627759,22200030,2022-10-22,BOS @ ORL,W,38,4,16,0.25,1,6,0.167,3,4,0.75,1,8,9,4,1,1,2,1,12,14,1,2022-23,28.0,29.666666666666668,28.0,33.666666666666664,20.0,0,1.0,23.0
22024,1627759,22400061,2024-10-22,BOS vs. NYK,W,30,7,18,0.389,5,9,0.556,4,4,1.0,2,5,7,1,1,0,1,3,23,23,1,2024-25,12.0,25.0,24.4,37.0,19.333333333333332,1,731.0,21.0
22022,1627759,22200047,2022-10-24,BOS @ CHI,L,35,8,23,0.348,2,7,0.286,3,4,0.75,3,3,6,2,0,2,1,4,21,-10,1,2022-23,23.0,21.0,24.8,34.0,17.333333333333332,0,-729.0,27.0
22024,1627759,22400073,2024-10-24,BOS @ WAS,W,30,10,20,0.5,3,6,0.5,4,5,0.8,1,7,8,3,4,0,2,1,27,22,1,2024-25,21.0,18.666666666666668,23.8,34.333333333333336,19.0,0,731.0,11.0
22023,1627759,22300065,2023-10-25,BOS @ NYK,W,38,4,11,0.364,0,4,0.0,3,4,0.75,0,6,6,5,1,0,2,5,11,8,1,2023-24,27.0,23.666666666666668,22.2,31.666666666666668,20.333333333333332,0,-365.0,24.0
22024,1627759,22400089,2024-10-26,BOS @ DET,W,38,6,24,0.25,3,9,0.333,9,10,0.9,3,7,10,5,1,0,2,2,24,11,1,2024-25,11.0,19.666666666666668,18.8,34.333333333333336,18.0,0,367.0,27.0
22023,1627759,22300080,2023-10-27,BOS vs. MIA,W,34,11,22,0.5,3,7,0.429,2,4,0.5,2,4,6,1,2,0,4,1,27,3,1,2023-24,24.0,20.666666666666668,21.2,35.333333333333336,18.333333333333332,1,-365.0,32.0
22022,1627759,22200072,2022-10-28,BOS vs. CLE,L,43,11,22,0.5,2,7,0.286,8,12,0.667,0,8,8,4,2,0,6,3,32,-21,1,2022-23,27.0,20.666666666666668,22.0,36.666666666666664,19.0,1,-364.0,30.0
22024,1627759,22400104,2024-10-28,BOS vs. MIL,W,38,10,19,0.526,0,4,0.0,10,14,0.714,1,5,6,4,0,0,4,2,30,8,1,2024-25,32.0,27.666666666666668,24.2,38.333333333333336,22.666666666666668,1,731.0,24.0
22022,1627759,22200089,2022-10-30,BOS vs. WAS,W,30,7,18,0.389,4,9,0.444,6,6,1.0,0,10,10,2,0,0,2,1,24,13,1,2022-23,30.0,29.666666666666668,24.8,38.333333333333336,21.0,1,-729.0,36.0
22023,1627759,22300103,2023-10-30,BOS @ WAS,W,32,13,24,0.542,8,13,0.615,2,4,0.5,0,6,6,2,3,1,0,3,36,32,1,2023-24,24.0,28.666666666666668,27.4,37.0,19.666666666666668,0,365.0,25.0
